    2    1.0000    4.7169
   30 1.0000e+000 1.0000e+000    1
 4.2737e+002 1.5038e+002
 4.2287e+002 1.9313e+002
 4.1762e+002 2.3438e+002
 4.2062e+002 2.7713e+002
 4.2212e+002 3.1913e+002
 4.2062e+002 3.4538e+002
 4.2062e+002 3.8212e+002
 4.2362e+002 4.2037e+002
 4.2512e+002 4.6162e+002
 4.3412e+002 4.9762e+002
 4.3787e+002 5.2687e+002
 4.5587e+002 5.6062e+002
 4.7537e+002 5.7937e+002
 4.9262e+002 5.8462e+002
 5.1888e+002 5.8462e+002
 5.4663e+002 5.7262e+002
 5.6463e+002 5.5537e+002
 5.8638e+002 5.2837e+002
 6.0513e+002 5.0062e+002
 6.2013e+002 4.7362e+002
 6.3738e+002 4.4662e+002
 6.5688e+002 4.1737e+002
 6.7188e+002 3.9562e+002
 6.8838e+002 3.5887e+002
 6.9588e+002 3.3038e+002
 6.9663e+002 2.9963e+002
 6.9888e+002 2.7338e+002
 6.9888e+002 2.5463e+002
 7.0038e+002 2.3138e+002
 7.0113e+002 2.1113e+002
   27 1.0000e+000 1.0000e+000    1
 4.7312e+002 1.5863e+002
 4.7012e+002 1.9013e+002
 4.6487e+002 2.2763e+002
 4.6337e+002 2.6738e+002
 4.6187e+002 2.9813e+002
 4.6562e+002 3.2363e+002
 4.6037e+002 3.5587e+002
 4.6037e+002 3.7762e+002
 4.6037e+002 4.1212e+002
 4.6187e+002 4.4662e+002
 4.6112e+002 4.7437e+002
 4.6487e+002 5.0062e+002
 4.7312e+002 5.2312e+002
 4.8362e+002 5.4412e+002
 5.0687e+002 5.5087e+002
 5.4363e+002 5.4112e+002
 5.5713e+002 5.2012e+002
 5.8263e+002 4.7737e+002
 6.0738e+002 4.4512e+002
 6.2238e+002 4.1212e+002
 6.4038e+002 3.8212e+002
 6.4713e+002 3.5363e+002
 6.5838e+002 3.3113e+002
 6.6663e+002 3.0113e+002
 6.7338e+002 2.6888e+002
 6.7488e+002 2.3963e+002
 6.7638e+002 2.1113e+002
