           1 ,           0 ,  3.313563577030960E-007
           1 ,           1 ,  3.313563577030960E-007
           2 ,           0 ,  6.334621057692926E-007
           2 ,           1 ,  6.334621057692926E-007
           3 ,           0 ,  9.076621147147809E-007
           3 ,           1 ,  9.076621147147809E-007
           4 ,           0 ,  1.155981328160713E-006
           4 ,           1 ,  1.155981328160713E-006
           5 ,           0 ,  1.380652592070511E-006
           5 ,           1 ,  1.380652592070511E-006
           6 ,           0 ,  1.583859883393155E-006
           6 ,           1 ,  1.583859883393155E-006
           7 ,           0 ,  1.767642164853979E-006
           7 ,           1 ,  1.767642164853979E-006
           8 ,           0 ,  1.933864088007715E-006
           8 ,           1 ,  1.933864088007715E-006
           9 ,           0 ,  2.084215562182709E-006
           9 ,           1 ,  2.084215562182709E-006
          10 ,           0 ,  2.220222689648015E-006
          10 ,           1 ,  2.220222689648015E-006
          11 ,           0 ,  2.343262237914645E-006
          11 ,           1 ,  2.343262237914645E-006
          12 ,           0 ,  2.454576346512045E-006
          12 ,           1 ,  2.454576346512045E-006
          13 ,           0 ,  2.555286222345160E-006
          13 ,           1 ,  2.555286222345160E-006
          14 ,           0 ,  2.646404470650717E-006
          14 ,           1 ,  2.646404470650717E-006
          15 ,           0 ,  2.728846067387944E-006
          15 ,           1 ,  2.728846067387944E-006
          16 ,           0 ,  2.803438101995339E-006
          16 ,           1 ,  2.803438101995339E-006
          17 ,           0 ,  2.870928444811753E-006
          17 ,           1 ,  2.870928444811753E-006
          18 ,           0 ,  2.931993482729136E-006
          18 ,           1 ,  2.931993482729136E-006
          19 ,           0 ,  2.987245045901486E-006
          19 ,           1 ,  2.987245045901486E-006
          20 ,           0 ,  3.037236627627576E-006
          20 ,           1 ,  3.037236627627576E-006
          21 ,           0 ,  3.082468982005737E-006
          21 ,           1 ,  3.082468982005737E-006
          22 ,           0 ,  3.123395170040416E-006
          22 ,           1 ,  3.123395170040416E-006
          23 ,           0 ,  3.160425114051999E-006
          23 ,           1 ,  3.160425114051999E-006
          24 ,           0 ,  3.193929711804229E-006
          24 ,           1 ,  3.193929711804229E-006
          25 ,           0 ,  3.224244555095167E-006
          25 ,           1 ,  3.224244555095167E-006
          26 ,           0 ,  3.251673292175656E-006
          26 ,           1 ,  3.251673292175656E-006
          27 ,           0 ,  3.276490668914901E-006
          27 ,           1 ,  3.276490668914901E-006
          28 ,           0 ,  3.298945279882906E-006
          28 ,           1 ,  3.298945279882906E-006
          29 ,           0 ,  3.319262057296053E-006
          29 ,           1 ,  3.319262057296053E-006
          30 ,           0 ,  3.337644522960229E-006
          30 ,           1 ,  3.337644522960229E-006
          31 ,           0 ,  3.354276825864909E-006
          31 ,           1 ,  3.354276825864909E-006
          32 ,           0 ,  3.369325585875065E-006
          32 ,           1 ,  3.369325585875065E-006
          33 ,           0 ,  3.382941561993887E-006
          33 ,           1 ,  3.382941561993887E-006
          34 ,           0 ,  3.395261161896105E-006
          34 ,           1 ,  3.395261161896105E-006
          35 ,           0 ,  3.406407807835242E-006
          35 ,           1 ,  3.406407807835242E-006
          36 ,           0 ,  3.416493172587475E-006
          36 ,           1 ,  3.416493172587475E-006
          37 ,           0 ,  3.425618297793636E-006
          37 ,           1 ,  3.425618297793636E-006
          38 ,           0 ,  3.433874605884786E-006
          38 ,           1 ,  3.433874605884786E-006
          39 ,           0 ,  3.441344815713004E-006
          39 ,           1 ,  3.441344815713004E-006
          40 ,           0 ,  3.448103771046709E-006
          40 ,           1 ,  3.448103771046709E-006
          41 ,           0 ,  3.454219190219277E-006
          41 ,           1 ,  3.454219190219277E-006
          42 ,           0 ,  3.459752344431484E-006
          42 ,           1 ,  3.459752344431484E-006
          43 ,           0 ,  3.464758671495545E-006
          43 ,           1 ,  3.464758671495545E-006
          44 ,           0 ,  3.469288331162963E-006
          44 ,           1 ,  3.469288331162963E-006
          45 ,           0 ,  3.473386707594503E-006
          45 ,           1 ,  3.473386707594503E-006
          46 ,           0 ,  3.477094864001965E-006
          46 ,           1 ,  3.477094864001965E-006
          47 ,           0 ,  3.480449954013061E-006
          47 ,           1 ,  3.480449954013061E-006
          48 ,           0 ,  3.483485593878014E-006
          48 ,           1 ,  3.483485593878014E-006
          49 ,           0 ,  3.486232199244448E-006
          49 ,           1 ,  3.486232199244448E-006
          50 ,           0 ,  3.488717289872810E-006
          50 ,           1 ,  3.488717289872810E-006
          51 ,           0 ,  3.490965765343660E-006
          51 ,           1 ,  3.490965765343660E-006
          52 ,           0 ,  3.493000154517976E-006
          52 ,           1 ,  3.493000154517976E-006
          53 ,           0 ,  3.494840841248594E-006
          53 ,           1 ,  3.494840841248594E-006
          54 ,           0 ,  3.496506268603584E-006
          54 ,           1 ,  3.496506268603584E-006
          55 ,           0 ,  3.498013123646866E-006
          55 ,           1 ,  3.498013123646866E-006
          56 ,           0 ,  3.499376504626980E-006
          56 ,           1 ,  3.499376504626980E-006
          57 ,           0 ,  3.500610072248575E-006
          57 ,           1 ,  3.500610072248575E-006
          58 ,           0 ,  3.501726186541923E-006
          58 ,           1 ,  3.501726186541923E-006
          59 ,           0 ,  3.502736030701536E-006
          59 ,           1 ,  3.502736030701536E-006
          60 ,           0 ,  3.503649723134344E-006
          60 ,           1 ,  3.503649723134344E-006
          61 ,           0 ,  3.504476418840010E-006
          61 ,           1 ,  3.504476418840010E-006
          62 ,           0 ,  3.505224401138854E-006
          62 ,           1 ,  3.505224401138854E-006
          63 ,           0 ,  3.505901164666467E-006
          63 ,           1 ,  3.505901164666467E-006
          64 ,           0 ,  3.506513490466362E-006
          64 ,           1 ,  3.506513490466362E-006
          65 ,           0 ,  3.507067513933059E-006
          65 ,           1 ,  3.507067513933059E-006
          66 ,           0 ,  3.507568786286190E-006
          66 ,           1 ,  3.507568786286190E-006
          67 ,           0 ,  3.508022330191626E-006
          67 ,           1 ,  3.508022330191626E-006
          68 ,           0 ,  3.508432690086805E-006
          68 ,           1 ,  3.508432690086805E-006
          69 ,           0 ,  3.508803977714508E-006
          69 ,           1 ,  3.508803977714508E-006
          70 ,           0 ,  3.509139913321226E-006
          70 ,           1 ,  3.509139913321226E-006
          71 ,           0 ,  3.509443862932980E-006
          71 ,           1 ,  3.509443862932980E-006
          72 ,           0 ,  3.509718872081976E-006
          72 ,           1 ,  3.509718872081976E-006
          73 ,           0 ,  3.509967696322064E-006
          73 ,           1 ,  3.509967696322064E-006
          74 ,           0 ,  3.510192828838722E-006
          74 ,           1 ,  3.510192828838722E-006
          75 ,           0 ,  3.510396525430185E-006
          75 ,           1 ,  3.510396525430185E-006
