  0.80000E-01,  0.00000E+00
  0.16000E+00, -0.11632E-02
  0.24000E+00,  0.27255E-02
  0.32000E+00,  0.45215E-02
  0.40000E+00,  0.53582E-02
  0.50000E+00,  0.62684E-02
  0.60000E+00,  0.74506E-02
  0.70000E+00,  0.92123E-02
  0.80000E+00,  0.11226E-01
  0.90000E+00,  0.13272E-01
  0.10000E+01,  0.15082E-01
