  0.80000E-01,  0.00000E+00
  0.16000E+00,  0.86405E-03
  0.24000E+00,  0.19447E-03
  0.32000E+00,  0.12157E-03
  0.40000E+00,  0.10645E-03
  0.50000E+00,  0.96914E-04
  0.60000E+00,  0.88311E-04
  0.70000E+00,  0.80447E-04
  0.80000E+00,  0.73914E-04
  0.90000E+00,  0.68402E-04
  0.10000E+01,  0.63692E-04
