  0.80000E-01,  0.18037-311
  0.16000E+00,  0.18037-311
  0.24000E+00,  0.18037-311
  0.32000E+00,  0.18037-311
  0.40000E+00,  0.18037-311
  0.50000E+00,  0.18037-311
  0.60000E+00,  0.18037-311
  0.70000E+00,  0.18037-311
  0.80000E+00,  0.18037-311
  0.90000E+00,  0.18037-311
  0.10000E+01,  0.18037-311
