    2    1.0000    4.7169
   32 1.0000e+000 1.0000e+000    1
 3.8762e+002 1.8488e+002
 3.8462e+002 2.2163e+002
 3.8537e+002 2.7263e+002
 3.8762e+002 3.1913e+002
 3.8837e+002 3.6637e+002
 3.9437e+002 4.0837e+002
 3.9662e+002 4.3462e+002
 4.0412e+002 4.6762e+002
 4.1612e+002 4.9987e+002
 4.2737e+002 5.2162e+002
 4.4087e+002 5.4412e+002
 4.6037e+002 5.5837e+002
 4.8362e+002 5.7262e+002
 5.0913e+002 5.7412e+002
 5.3763e+002 5.7187e+002
 5.5863e+002 5.5987e+002
 5.7588e+002 5.3362e+002
 5.9013e+002 5.0737e+002
 6.0738e+002 4.7662e+002
 6.2013e+002 4.5787e+002
 6.2913e+002 4.3087e+002
 6.3738e+002 4.1287e+002
 6.4488e+002 3.9562e+002
 6.5463e+002 3.7687e+002
 6.6063e+002 3.6112e+002
 6.7488e+002 3.3638e+002
 6.8238e+002 3.1088e+002
 6.8838e+002 2.9063e+002
 6.8838e+002 2.7188e+002
 6.8763e+002 2.4788e+002
 6.8613e+002 2.2163e+002
 6.8613e+002 1.9688e+002
   30 1.0000e+000 1.0000e+000    1
 4.2962e+002 1.8488e+002
 4.2362e+002 2.1788e+002
 4.2137e+002 2.5613e+002
 4.2287e+002 2.9288e+002
 4.2437e+002 3.2288e+002
 4.2362e+002 3.5962e+002
 4.2212e+002 3.9262e+002
 4.2512e+002 4.2937e+002
 4.3037e+002 4.5937e+002
 4.3862e+002 4.8337e+002
 4.4837e+002 5.0137e+002
 4.5887e+002 5.1337e+002
 4.7837e+002 5.3062e+002
 5.0162e+002 5.3662e+002
 5.2863e+002 5.3287e+002
 5.4663e+002 5.1787e+002
 5.6013e+002 5.0137e+002
 5.7813e+002 4.8037e+002
 5.9313e+002 4.5487e+002
 6.0588e+002 4.3237e+002
 6.1263e+002 4.1287e+002
 6.1788e+002 3.8662e+002
 6.2163e+002 3.7162e+002
 6.2838e+002 3.4463e+002
 6.3363e+002 3.2888e+002
 6.4263e+002 3.0488e+002
 6.4938e+002 2.8988e+002
 6.5163e+002 2.6363e+002
 6.5238e+002 2.3213e+002
 6.5313e+002 2.0438e+002
