   87    5.0000    4.7169
    4    5.0000
   0.79327 188.48077
   7.45673 189.43269
  15.70673 188.79807
  25.54327 187.21154
    4    5.0000
  41.09135 187.84615
  50.29327 190.38461
  56.63942 191.65384
  65.20673 191.97115
    2    5.0000
   3.33173 177.37500
   4.28366 172.61538
    5    5.0000
   0.47596 155.48077
   6.18750 164.36538
  14.12019 173.25000
  23.32212 177.05769
  31.25481 181.50000
    4    5.0000
  24.27404 151.99038
  24.27404 145.00961
  21.10096 137.71154
  16.97596 133.58654
    5    5.0000
  68.37981 183.72115
  71.23558 178.96154
  76.31250 173.25000
  84.24519 166.90384
  91.86058 157.38461
    4    5.0000
  69.01442 171.66346
  68.37981 163.09615
  68.37981 152.30769
  70.28365 147.23077
    3    5.0000
  61.71635 145.00961
  55.37019 143.10577
  49.02404 140.56731
    3    5.0000
  62.98558 136.44231
  61.39904 130.41346
  62.66827 126.28846
    3    5.0000
  64.57212 141.51923
  66.15865 138.98077
  70.28365 135.80769
    4    5.0000
  69.64904 143.74038
  71.87019 139.61538
  74.40865 136.12500
  76.62981 131.04808
    4    5.0000
  95.03365 161.19231
  96.93750 158.01923
  99.47596 153.89423
 102.01442 148.81731
    7    5.0000
 131.20673 179.91346
 136.60096 170.07692
 140.40865 163.73077
 145.80288 158.65384
 150.56250 155.16346
 155.63942 155.48077
 160.39904 156.11538
    5    5.0000
 173.40865 153.89423
 177.21634 154.21154
 182.92788 153.57692
 187.05288 150.08654
 188.00481 147.23077
    5    5.0000
 131.52404 162.46154
 134.06250 162.46154
 136.60096 158.01923
 139.45673 154.84615
 142.94711 153.89423
    4    5.0000
 153.10096 149.76923
 156.59134 149.13461
 159.76442 146.91346
 162.62019 145.64423
    4    5.0000
 162.30288 137.39423
 167.37981 138.34615
 172.13942 139.61538
 176.58173 141.20192
   10    5.0000
 111.53365 153.57692
 116.92788 153.89423
 122.63942 153.89423
 128.03365 150.72115
 134.06250 148.81731
 138.82211 148.81731
 143.26442 145.00961
 147.07211 140.88461
 150.24519 137.71154
 153.41827 135.49038
    7    5.0000
 108.99519 149.76923
 112.16827 145.96154
 115.02404 142.47115
 119.14904 140.88461
 120.10096 137.71154
 122.32211 135.80769
 126.44711 134.53846
    4    5.0000
 118.19711 134.53846
 120.73558 131.04808
 123.59135 129.46154
 127.39904 126.60577
    3    5.0000
 115.34135 130.73077
 110.26442 131.36538
 106.13942 129.46154
    3    5.0000
 115.02404 121.21154
 117.56250 123.11538
 121.05288 123.11538
    5    5.0000
 119.78365 126.92308
 115.02404 127.24038
 112.16827 123.75000
 109.94712 121.84615
 107.09135 118.67308
    4    5.0000
 102.01442 130.73077
  96.93750 131.68269
  90.27404 132.63461
  84.24519 133.26923
    5    5.0000
  74.40865 125.97115
  73.45673 121.84615
  74.09135 117.40385
  74.09135 113.27885
  71.55289 109.15385
    5    5.0000
  77.89904 118.99038
  81.07212 117.08654
  86.46635 117.72115
  89.95673 115.81731
  93.76442 115.81731
    4    5.0000
 114.07212 113.59615
 114.70673 110.10577
 117.24519 105.34615
 118.83173 100.90385
    6    5.0000
 103.60096 106.93269
 106.45673 105.66346
 110.26442 104.39423
 111.21635  99.63462
 108.36058  97.41346
 104.23558  97.41346
    5    5.0000
  32.52404 100.26923
  36.33173  99.95192
  42.99519  99.95192
  48.38942 100.58654
  52.83173 101.85577
    2    5.0000
   6.50481  84.08654
   7.13943  77.74039
    4    5.0000
   1.42789  61.24039
   6.50481  62.19231
  11.26443  64.41346
  12.21635  68.85577
    4    5.0000
  41.40866  93.92308
  36.01442  92.65385
  29.03366  92.33654
  23.32212  91.70192
    4    5.0000
  30.30289  81.54808
  24.27404  81.54808
  17.92789  81.86539
  16.02404  81.86539
    4    5.0000
  19.83173  62.82692
  19.19712  67.90385
  22.68750  73.29808
  25.54327  75.20192
    6    5.0000
  22.68750  59.33654
  24.59135  56.48077
  31.57212  52.35577
  35.69712  50.13462
  42.99519  49.81731
  48.70673  47.27885
    4    5.0000
  18.87981  48.86539
  20.78366  42.83654
  21.73558  36.80769
  20.78366  30.46154
    5    5.0000
  41.09135  84.40385
  45.21635  87.89423
  49.65865  91.06731
  53.78365  91.38462
  58.86058  88.84615
    3    5.0000
  54.41827  97.73077
  58.54327  96.46154
  62.03365  94.55769
    5    5.0000
  64.88942 100.26923
  69.96635  99.95192
  75.04327  99.00000
  78.53365  99.95192
  83.29327  98.68269
    5    5.0000
  66.79327  92.33654
  71.55289  91.06731
  75.36058  92.65385
  78.85096  89.79808
  82.34135  92.33654
    9    5.0000
  62.66827  84.40385
  64.88942  81.54808
  67.11058  76.15385
  69.33173  70.75962
  71.55289  65.36539
  71.55289  62.50962
  73.13942  58.70192
  75.04327  55.21154
  74.72596  50.76923
    4    5.0000
  66.15865  46.00962
  66.79327  43.47116
  68.37981  39.66346
  68.37981  36.80769
    3    5.0000
  75.99519  46.96154
  77.26442  43.78846
  77.89904  40.93269
    7    5.0000
  76.94712  32.04808
  74.72596  26.97116
  70.91827  21.25962
  68.37981  17.13462
  66.15865  13.32693
  65.20673  10.78846
  63.30289   5.39423
    6    5.0000
  55.68750  15.86539
  59.81250  14.91346
  65.52404  17.45193
  70.28365  18.40385
  75.67789  16.18269
  79.16827  14.27885
    5    5.0000
  73.77404   7.61539
  78.85096   7.61539
  83.29327   8.88462
  88.68750   8.88462
  90.27404   6.34616
    3    5.0000
  93.12981   9.51923
  95.66827   6.34616
 100.74519   4.75962
    6    5.0000
 106.13942   2.85577
 108.99519   5.71154
 109.94712  10.47116
 108.99519  16.50000
 105.82212  20.94231
 104.23558  26.65385
    5    5.0000
 116.61058   3.80770
 119.14904   7.61539
 123.59135  11.10577
 128.98558  14.27885
 132.79327  19.67308
    4    5.0000
 128.98558  30.46154
 131.20673  28.55769
 130.88942  25.06731
 128.35096  21.25962
    3    5.0000
 132.79327  11.74039
 134.06250   9.51923
 135.64904   4.75962
    5    5.0000
 137.23558  13.64423
 139.77404  15.23077
 143.26442  14.27885
 145.48558  10.78846
 148.97596   8.25000
    5    5.0000
 151.19711  13.96154
 155.00481  13.00962
 155.32211  11.10577
 156.90865   7.61539
 161.03365   7.61539
    4    5.0000
 162.30288  10.47116
 167.06250   8.88462
 170.23558   7.61539
 171.18750   4.75962
    4    5.0000
 184.19711   6.66346
 187.05288   9.20193
 192.12981  11.74039
 195.30288  14.59616
    3    5.0000
 193.08173  19.03846
 194.66827  22.21154
 197.20673  28.24039
    4    5.0000
 189.90865  21.57693
 186.10096  21.25962
 178.16827  19.67308
 174.67788  19.99039
    4    5.0000
 170.87019  15.86539
 163.88942  17.13462
 160.08173  21.57693
 159.44711  24.75000
    7    5.0000
 142.62981  31.73077
 143.26442  29.82693
 145.80288  26.97116
 149.92788  24.75000
 154.37019  24.75000
 156.59134  26.33654
 156.90865  28.24039
    7    5.0000
 143.26442  19.99039
 140.09135  21.25962
 137.23558  22.52885
 135.33173  26.65385
 135.33173  30.14423
 132.47596  35.22116
 128.35096  37.12500
    4    5.0000
 124.54327  39.02885
 123.27404  43.15385
 120.73558  47.27885
 115.02404  48.23077
    4    5.0000
 112.80288  52.03846
 110.26442  50.13462
 107.09135  47.27885
 106.13942  44.10577
    4    5.0000
  81.38942  55.52885
  86.46635  55.21154
  91.86058  55.84616
  96.93750  57.11539
    3    5.0000
  85.51442  52.03846
  84.56250  49.18269
  84.24519  45.69231
    6    5.0000
  89.95673  88.21154
