   73
 -7.00e-02 -7.32e-01 -1.30e-02
  2.02e-01 -6.66e-01 -2.60e-02
  1.31e-01 -6.66e-01  2.21e-01
 -1.80e-02 -6.66e-01  2.70e-01
 -1.57e-01 -6.66e-01  2.51e-01
 -2.65e-01 -6.66e-01  1.86e-01
 -3.10e-01 -6.66e-01  1.27e-01
 -3.44e-01 -6.66e-01 -4.40e-02
 -2.30e-01 -6.66e-01 -2.44e-01
 -4.90e-02 -6.66e-01 -3.02e-01
  1.60e-02 -6.66e-01 -2.22e-01
  7.30e-02 -6.66e-01 -1.86e-01
  1.16e-01 -6.66e-01 -1.92e-01
  3.35e-01 -5.56e-01  1.85e-01
  1.91e-01 -5.56e-01  4.35e-01
  5.00e-02 -5.56e-01  4.17e-01
 -8.40e-02 -5.56e-01  4.19e-01
 -3.10e-01 -5.56e-01  3.61e-01
 -4.60e-01 -5.56e-01  1.78e-01
 -4.50e-01 -5.56e-01 -7.60e-02
 -2.54e-01 -5.56e-01 -3.09e-01
 -4.70e-02 -5.56e-01 -3.31e-01
  4.80e-02 -5.56e-01 -2.33e-01
  1.48e-01 -5.56e-01 -1.76e-01
  2.60e-01 -5.56e-01 -9.50e-02
  4.70e-01 -4.46e-01  3.82e-01
  2.74e-01 -4.46e-01  6.30e-01
  1.02e-01 -4.46e-01  5.94e-01
 -5.80e-02 -4.46e-01  5.74e-01
 -3.00e-01 -4.46e-01  4.92e-01
 -4.68e-01 -4.46e-01  2.62e-01
 -4.47e-01 -4.46e-01 -1.70e-02
 -2.15e-01 -4.46e-01 -3.08e-01
  2.70e-02 -4.46e-01 -3.27e-01
  1.93e-01 -4.46e-01 -2.14e-01
  3.11e-01 -4.46e-01 -1.04e-01
  4.30e-01 -4.46e-01  5.40e-02
  5.88e-01 -2.03e-01  5.30e-01
  4.02e-01 -2.03e-01  7.43e-01
  2.15e-01 -2.03e-01  7.57e-01
 -7.00e-03 -2.03e-01  7.49e-01
 -2.56e-01 -2.03e-01  6.44e-01
 -4.01e-01 -2.03e-01  4.49e-01
 -4.15e-01 -2.03e-01  2.34e-01
 -2.36e-01 -2.03e-01 -1.19e-01
  2.70e-02 -2.03e-01 -2.20e-01
  2.75e-01 -2.03e-01 -1.42e-01
  4.09e-01 -2.03e-01 -1.40e-02
  5.55e-01 -2.03e-01  1.94e-01
  5.71e-01  4.10e-02  8.20e-01
  3.22e-01  4.10e-02  9.85e-01
  1.34e-01  4.10e-02  9.42e-01
 -1.73e-01  4.10e-02  9.09e-01
 -4.56e-01  4.10e-02  7.22e-01
 -5.72e-01  4.10e-02  4.60e-01
 -5.33e-01  4.10e-02  2.37e-01
 -3.18e-01  4.10e-02 -1.16e-01
 -2.20e-02  4.10e-02 -2.02e-01
  2.13e-01  4.10e-02 -8.70e-02
  4.21e-01  4.10e-02  8.30e-02
  5.83e-01  4.10e-02  3.88e-01
  5.53e-01  2.84e-01  1.10e+00
  2.55e-01  2.84e-01  1.13e+00
  8.90e-02  2.84e-01  1.04e+00
 -2.59e-01  2.84e-01  1.02e+00
 -6.72e-01  2.84e-01  7.83e-01
 -8.08e-01  2.84e-01  3.78e-01
 -6.02e-01  2.84e-01  2.97e-01
 -3.92e-01  2.84e-01  2.00e-03
 -1.90e-02  2.84e-01 -1.58e-01
  1.55e-01  2.84e-01  4.00e-03
  3.77e-01  2.84e-01  1.81e-01
  5.45e-01  2.84e-01  5.29e-01
