   73
 -1.98e-01 -2.07e-01  6.60e-02
 -8.00e-03 -1.88e-01  2.14e-01
 -1.21e-01 -1.88e-01  2.69e-01
 -2.46e-01 -1.88e-01  2.47e-01
 -3.76e-01 -1.88e-01  1.74e-01
 -4.80e-01 -1.88e-01  1.90e-02
 -3.45e-01 -1.88e-01 -2.50e-02
 -2.59e-01 -1.88e-01  2.70e-02
 -2.18e-01 -1.88e-01 -2.40e-02
 -1.40e-01 -1.88e-01 -6.50e-02
 -9.80e-02 -1.88e-01 -4.20e-02
 -5.30e-02 -1.88e-01 -1.40e-02
 -3.10e-02 -1.88e-01  1.10e-02
  3.40e-02 -1.57e-01  2.97e-01
 -1.03e-01 -1.57e-01  3.40e-01
 -2.16e-01 -1.57e-01  2.98e-01
 -3.33e-01 -1.57e-01  2.40e-01
 -5.04e-01 -1.57e-01  8.80e-02
 -4.04e-01 -1.57e-01 -5.00e-03
 -2.97e-01 -1.57e-01  5.70e-02
 -2.33e-01 -1.57e-01 -4.60e-02
 -1.47e-01 -1.57e-01 -7.80e-02
 -1.09e-01 -1.57e-01 -4.70e-02
 -3.30e-02 -1.57e-01 -1.50e-02
  6.00e-03 -1.57e-01  3.40e-02
  7.00e-02 -1.26e-01  4.23e-01
 -9.40e-02 -1.26e-01  4.31e-01
 -2.03e-01 -1.26e-01  3.67e-01
 -3.20e-01 -1.26e-01  3.06e-01
 -5.10e-01 -1.26e-01  1.50e-01
 -4.39e-01 -1.26e-01  1.60e-02
 -3.11e-01 -1.26e-01  1.04e-01
 -2.32e-01 -1.26e-01 -3.80e-02
 -1.43e-01 -1.26e-01 -6.00e-02
 -9.80e-02 -1.26e-01 -2.50e-02
 -1.60e-02 -1.26e-01  1.30e-02
  5.90e-02 -1.26e-01  1.13e-01
  1.33e-01 -4.80e-02  5.42e-01
 -3.30e-02 -4.80e-02  4.94e-01
 -1.27e-01 -4.80e-02  4.29e-01
 -2.81e-01 -4.80e-02  3.86e-01
 -5.11e-01 -4.80e-02  2.12e-01
 -4.25e-01 -4.80e-02  8.10e-02
 -2.90e-01 -4.80e-02  2.61e-01
 -2.45e-01 -4.80e-02  6.60e-02
 -1.15e-01 -4.80e-02 -2.50e-02
 -3.50e-02 -4.80e-02  1.30e-02
  6.00e-03 -4.80e-02  5.00e-02
  1.30e-01 -4.80e-02  1.99e-01
  1.54e-01  3.10e-02  6.67e-01
 -3.00e-03  3.10e-02  5.38e-01
 -2.00e-02  3.10e-02  4.44e-01
 -2.22e-01  3.10e-02  4.54e-01
 -5.39e-01  3.10e-02  2.62e-01
 -4.35e-01  3.10e-02  1.20e-01
 -2.80e-01  3.10e-02  3.79e-01
 -2.71e-01  3.10e-02  1.77e-01
 -1.20e-01  3.10e-02  2.40e-02
 -1.10e-02  3.10e-02  5.40e-02
  4.70e-02  3.10e-02  1.11e-01
  1.89e-01  3.10e-02  3.18e-01
  1.68e-01  1.09e-01  7.87e-01
 -1.00e-03  1.09e-01  5.86e-01
  1.30e-02  1.09e-01  4.59e-01
 -1.95e-01  1.09e-01  4.86e-01
 -5.61e-01  1.09e-01  2.87e-01
 -4.62e-01  1.09e-01  1.11e-01
 -2.79e-01  1.09e-01  3.85e-01
 -2.61e-01  1.09e-01  1.87e-01
 -3.00e-02  1.09e-01 -5.00e-03
  8.00e-03  1.09e-01  8.20e-02
  2.30e-02  1.09e-01  1.31e-01
  2.17e-01  1.09e-01  3.92e-01
