   73
 -1.48e-01 -1.55e-01  5.00e-02
 -6.00e-03 -1.41e-01  1.60e-01
 -9.10e-02 -1.41e-01  2.02e-01
 -1.84e-01 -1.41e-01  1.86e-01
 -2.82e-01 -1.41e-01  1.31e-01
 -3.60e-01 -1.41e-01  1.40e-02
 -2.59e-01 -1.41e-01 -1.90e-02
 -1.95e-01 -1.41e-01  2.00e-02
 -1.64e-01 -1.41e-01 -1.80e-02
 -1.05e-01 -1.41e-01 -4.90e-02
 -7.30e-02 -1.41e-01 -3.10e-02
 -3.90e-02 -1.41e-01 -1.00e-02
 -2.40e-02 -1.41e-01  8.00e-03
  2.50e-02 -1.18e-01  2.23e-01
 -7.70e-02 -1.18e-01  2.55e-01
 -1.62e-01 -1.18e-01  2.24e-01
 -2.50e-01 -1.18e-01  1.80e-01
 -3.78e-01 -1.18e-01  6.60e-02
 -3.03e-01 -1.18e-01 -4.00e-03
 -2.23e-01 -1.18e-01  4.20e-02
 -1.75e-01 -1.18e-01 -3.40e-02
 -1.11e-01 -1.18e-01 -5.80e-02
 -8.20e-02 -1.18e-01 -3.60e-02
 -2.40e-02 -1.18e-01 -1.10e-02
  5.00e-03 -1.18e-01  2.60e-02
  5.30e-02 -9.40e-02  3.17e-01
 -7.00e-02 -9.40e-02  3.23e-01
 -1.53e-01 -9.40e-02  2.75e-01
 -2.40e-01 -9.40e-02  2.29e-01
 -3.83e-01 -9.40e-02  1.13e-01
 -3.29e-01 -9.40e-02  1.20e-02
 -2.33e-01 -9.40e-02  7.80e-02
 -1.74e-01 -9.40e-02 -2.80e-02
 -1.07e-01 -9.40e-02 -4.50e-02
 -7.30e-02 -9.40e-02 -1.90e-02
 -1.20e-02 -9.40e-02  1.00e-02
  4.50e-02 -9.40e-02  8.40e-02
  9.90e-02 -3.60e-02  4.07e-01
 -2.40e-02 -3.60e-02  3.70e-01
 -9.60e-02 -3.60e-02  3.22e-01
 -2.11e-01 -3.60e-02  2.90e-01
 -3.84e-01 -3.60e-02  1.59e-01
 -3.18e-01 -3.60e-02  6.10e-02
 -2.18e-01 -3.60e-02  1.96e-01
 -1.84e-01 -3.60e-02  4.90e-02
 -8.60e-02 -3.60e-02 -1.90e-02
 -2.70e-02 -3.60e-02  1.00e-02
  4.00e-03 -3.60e-02  3.70e-02
  9.80e-02 -3.60e-02  1.49e-01
  1.15e-01  2.30e-02  5.00e-01
 -2.00e-03  2.30e-02  4.04e-01
 -1.50e-02  2.30e-02  3.33e-01
 -1.66e-01  2.30e-02  3.41e-01
 -4.04e-01  2.30e-02  1.96e-01
 -3.26e-01  2.30e-02  9.00e-02
 -2.10e-01  2.30e-02  2.84e-01
 -2.03e-01  2.30e-02  1.32e-01
 -9.00e-02  2.30e-02  1.80e-02
 -8.00e-03  2.30e-02  4.00e-02
  3.50e-02  2.30e-02  8.30e-02
  1.42e-01  2.30e-02  2.39e-01
  1.26e-01  8.20e-02  5.90e-01
 -1.00e-03  8.20e-02  4.39e-01
  1.00e-02  8.20e-02  3.44e-01
 -1.46e-01  8.20e-02  3.65e-01
 -4.20e-01  8.20e-02  2.15e-01
 -3.46e-01  8.20e-02  8.30e-02
 -2.09e-01  8.20e-02  2.88e-01
 -1.96e-01  8.20e-02  1.40e-01
 -2.20e-02  8.20e-02 -3.00e-03
  6.00e-03  8.20e-02  6.20e-02
  1.70e-02  8.20e-02  9.90e-02
  1.63e-01  8.20e-02  2.94e-01
